Country,State,Year,Quarter,Type Of Areas,Gender,"Average Wage Or Salary Earnings (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:100","Sample Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:1","Average Wage Earnings Per Day (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Sample Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Average Gross Earnings During Last 30 Days From Self-Employment Among Self-Employed Persons In Current Weekly Statu (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Self Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:100","Sample Number Of Self-Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:1"
India,Goa,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,15334.99,377088,3418,506.33,3989433,26821,22915.1,1252257,9834
India,Goa,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,23099.35,398920,19940,594.48,605254,30850,19267.01,302841,16711
India,Goa,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,20350.02,124660,6494,422.38,109414,4576,15661.03,52894,3237
India,Goa,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,22235.25,523580,26434,542.22,714668,35426,18724.98,355735,19948
India,Goa,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,20257.92,696506,22567,587.21,3533951,51037,21050.55,1353355,24724
India,Goa,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,18635.54,204161,7285,418.33,1170150,11210,16061.79,254637,5058
India,Goa,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,19788.61,900668,29852,524.68,4704101,62247,20118.61,1607992,29782
India,Gujarat,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,10731.96,297586,2627,223.79,2928696,20187,12123.33,1050514,8013
India,Gujarat,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,6027.77,79501,791,189.83,1060736,6634,5542.79,201743,1821
India,Gujarat,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,10379.2,377088,3418,210.02,3989433,26821,10313.96,1252257,9834
India,Gujarat,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,16536.88,398920,19940,365.78,605254,30850,19137.42,302841,16711
India,Gujarat,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,14441.36,124660,6494,264.65,109414,4576,7141.01,52894,3237
India,Gujarat,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,16111.91,523580,26434,335.93,714668,35426,17478.37,355735,19948
India,Gujarat,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,14187.05,696506,22567,262.94,3533951,51037,14607.47,1353355,24724
India,Gujarat,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,12942.67,204161,7285,204,1170150,11210,5843.83,254637,5058
India,Gujarat,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,13993.47,900668,29852,240.62,4704101,62247,12575.97,1607992,29782
India,Haryana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,18626.17,297586,2627,389.39,2928696,20187,17340.5,1050514,8013
India,Haryana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,10211.93,79501,791,309.55,1060736,6634,5735.61,201743,1821
India,Haryana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,17100.17,377088,3418,369.12,3989433,26821,15518.49,1252257,9834
India,Haryana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,24993.48,398920,19940,416.12,605254,30850,18547.82,302841,16711
India,Haryana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,20135.06,124660,6494,347.06,109414,4576,11684.57,52894,3237
India,Haryana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,23730.26,523580,26434,409.63,714668,35426,17688.26,355735,19948
India,Haryana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,21570.52,696506,22567,396.27,3533951,51037,17684.79,1353355,24724
India,Haryana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,15937.95,204161,7285,313.14,1170150,11210,7131.82,254637,5058
India,Haryana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,20333,900668,29852,378.11,4704101,62247,16121.01,1607992,29782
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,21506.27,297586,2627,447.87,2928696,20187,8678.8,1050514,8013
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,18324.81,79501,791,397.24,1060736,6634,2762.07,201743,1821
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,20751.55,377088,3418,445.9,3989433,26821,5808.56,1252257,9834
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,21072.91,398920,19940,403.46,605254,30850,28005.81,302841,16711
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,14175.87,124660,6494,327.31,109414,4576,7057.11,52894,3237
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,18420.13,523580,26434,394.73,714668,35426,23642.79,355735,19948
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,21435.19,696506,22567,443.77,3533951,51037,10363.1,1353355,24724
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,17151.57,204161,7285,380.09,1170150,11210,2873.58,254637,5058
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,20295.51,900668,29852,440.81,4704101,62247,6851.09,1607992,29782
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,26506.02,297586,2627,488.33,2928696,20187,16188.44,1050514,8013
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,23557.76,79501,791,594.72,1060736,6634,5838,201743,1821
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,25990.25,377088,3418,491.93,3989433,26821,13618.79,1252257,9834
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,26584.1,398920,19940,487.98,605254,30850,18745.47,302841,16711
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,26119.54,124660,6494,460.03,109414,4576,8616.87,52894,3237
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,26480.86,523580,26434,486.12,714668,35426,17141.45,355735,19948
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,26533.15,696506,22567,488.29,3533951,51037,16692.7,1353355,24724
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,24628.18,204161,7285,570.09,1170150,11210,6179.18,254637,5058
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,26167.37,900668,29852,491.34,4704101,62247,14252.62,1607992,29782
India,Jharkhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,17082.04,297586,2627,275.72,2928696,20187,6447.06,1050514,8013
India,Jharkhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,5680.9,79501,791,185.03,1060736,6634,3083.86,201743,1821
India,Jharkhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,14515.89,377088,3418,268.49,3989433,26821,5851.15,1252257,9834
India,Jharkhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,26055.13,398920,19940,305.63,605254,30850,13756.91,302841,16711
India,Jharkhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,22014.88,124660,6494,304.24,109414,4576,6040.45,52894,3237
India,Jharkhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,25261.87,523580,26434,305.47,714668,35426,12986.68,355735,19948
India,Jharkhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,21886.24,696506,22567,279.33,3533951,51037,7646.51,1353355,24724
India,Jharkhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,13720.61,204161,7285,205.95,1170150,11210,3355.28,254637,5058
India,Jharkhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,20171.85,900668,29852,273.13,4704101,62247,6936.68,1607992,29782
India,Karnataka,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,14905.9,297586,2627,341.04,2928696,20187,11880.34,1050514,8013
India,Karnataka,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,8202.59,79501,791,207.79,1060736,6634,5289.39,201743,1821
India,Karnataka,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,12993.17,377088,3418,277.63,3989433,26821,10771.11,1252257,9834
India,Karnataka,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,25668.59,398920,19940,403.96,605254,30850,20112.26,302841,16711
India,Karnataka,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,19242.52,124660,6494,232.46,109414,4576,8235.69,52894,3237
India,Karnataka,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,24150.26,523580,26434,367.48,714668,35426,18518.27,355735,19948
India,Karnataka,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,22736.92,696506,22567,355.49,3533951,51037,14272.67,1353355,24724
India,Karnataka,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,15646.19,204161,7285,209.8,1170150,11210,5993.19,254637,5058
India,Karnataka,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,20962.13,900668,29852,292.5,4704101,62247,12958.97,1607992,29782
India,Kerala,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,23845.91,297586,2627,762.68,2928696,20187,14934.95,1050514,8013
India,Kerala,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,14809.43,79501,791,351.24,1060736,6634,3767.43,201743,1821
India,Kerala,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,19904.1,377088,3418,713,3989433,26821,12639.75,1252257,9834
India,Kerala,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,22125.14,398920,19940,776.78,605254,30850,13797.78,302841,16711
India,Kerala,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,18248.74,124660,6494,386.99,109414,4576,5243.8,52894,3237
India,Kerala,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,20675.26,523580,26434,728.5,714668,35426,12117.65,355735,19948
India,Kerala,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,22877.2,696506,22567,767.69,3533951,51037,14448.07,1353355,24724
India,Kerala,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,16524.56,204161,7285,364.17,1170150,11210,4379.12,254637,5058
India,Kerala,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,20318.26,900668,29852,718.51,4704101,62247,12417.67,1607992,29782
India,Ladakh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,0,297586,2627,0,2928696,20187,0,1050514,8013
India,Ladakh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,0,79501,791,0,1060736,6634,0,201743,1821
India,Ladakh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,0,377088,3418,0,3989433,26821,0,1252257,9834
India,Ladakh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,0,398920,19940,0,605254,30850,0,302841,16711
India,Ladakh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,0,124660,6494,0,109414,4576,0,52894,3237
India,Ladakh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,0,523580,26434,0,714668,35426,0,355735,19948
India,Ladakh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,0,696506,22567,0,3533951,51037,0,1353355,24724
India,Ladakh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,0,204161,7285,0,1170150,11210,0,254637,5058
India,Ladakh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,0,900668,29852,0,4704101,62247,0,1607992,29782
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,27533.4,297586,2627,676.34,2928696,20187,11090.2,1050514,8013
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,34597.57,79501,791,0,1060736,6634,0,201743,1821
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,29247.7,377088,3418,676.34,3989433,26821,11090.2,1252257,9834
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,41535.01,398920,19940,670.31,605254,30850,19662.98,302841,16711
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,47164.84,124660,6494,0,109414,4576,725.42,52894,3237
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,42491.19,523580,26434,670.31,714668,35426,15419.39,355735,19948
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,37948.87,696506,22567,673,3533951,51037,14413.46,1353355,24724
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,42761.97,204161,7285,0,1170150,11210,725.42,254637,5058
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,38862.39,900668,29852,673,4704101,62247,13035.33,1607992,29782
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,13304.12,297586,2627,241.89,2928696,20187,9707.79,1050514,8013
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,12863.39,79501,791,192.11,1060736,6634,4690.85,201743,1821
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,13236.73,377088,3418,230.09,3989433,26821,9186.73,1252257,9834
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,25091.52,398920,19940,269.01,605254,30850,12750.57,302841,16711
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,15576.27,124660,6494,190.02,109414,4576,4372.04,52894,3237
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,23397.36,523580,26434,257.86,714668,35426,11453.36,355735,19948
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,20928.58,696506,22567,245.13,3533951,51037,10305.78,1353355,24724
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,14727.93,204161,7285,191.97,1170150,11210,4601.96,254637,5058
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,19878.57,900668,29852,233.08,4704101,62247,9653.51,1607992,29782
India,Maharashtra,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,18521.17,297586,2627,280.87,2928696,20187,11468.27,1050514,8013
India,Maharashtra,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,12010.8,79501,791,180.76,1060736,6634,5584.91,201743,1821
India,Maharashtra,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,17360.86,377088,3418,241.08,3989433,26821,10647.44,1252257,9834
India,Maharashtra,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,23457.42,398920,19940,327.36,605254,30850,21347.6,302841,16711
India,Maharashtra,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,17453.93,124660,6494,202.88,109414,4576,9881.71,52894,3237
India,Maharashtra,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,21943.43,523580,26434,308.35,714668,35426,19440.32,355735,19948
India,Maharashtra,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,21812.88,696506,22567,289.89,3533951,51037,14509.36,1353355,24724
India,Maharashtra,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,16130.31,204161,7285,182.12,1170150,11210,7104.74,254637,5058
India,Maharashtra,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,20511.17,900668,29852,250.91,4704101,62247,13413.79,1607992,29782
India,Manipur,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,20582.12,297586,2627,385.47,2928696,20187,11702.62,1050514,8013
India,Manipur,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,15628.17,79501,791,282.98,1060736,6634,6735.93,201743,1821
India,Manipur,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,19804.67,377088,3418,375.26,3989433,26821,10450.06,1252257,9834
India,Manipur,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,24499.65,398920,19940,390.75,605254,30850,13992.62,302841,16711
India,Manipur,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,21111.98,124660,6494,387.93,109414,4576,7942.87,52894,3237
India,Manipur,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,23452.85,523580,26434,390.41,714668,35426,12104.4,355735,19948
India,Manipur,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,21997.55,696506,22567,386.49,3533951,51037,12306.07,1353355,24724
India,Manipur,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,18787.31,204161,7285,306.52,1170150,11210,7128.14,254637,5058
India,Manipur,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,21294.4,900668,29852,378.22,4704101,62247,10913.35,1607992,29782
India,Meghalaya,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,19714.19,297586,2627,359.64,2928696,20187,11066.19,1050514,8013
India,Meghalaya,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,5195.48,79501,791,192.53,1060736,6634,5636.13,201743,1821
India,Meghalaya,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,10480.27,377088,3418,341.73,3989433,26821,9916.21,1252257,9834
India,Meghalaya,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,25869.52,398920,19940,357.87,605254,30850,16525.44,302841,16711
India,Meghalaya,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,20945.13,124660,6494,253.75,109414,4576,7420.81,52894,3237
India,Meghalaya,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,24000.73,523580,26434,338.45,714668,35426,14541.85,355735,19948
India,Meghalaya,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,23034.33,696506,22567,359.44,3533951,51037,11724.5,1353355,24724
India,Meghalaya,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,9774.4,204161,7285,204.51,1170150,11210,5858.26,254637,5058
India,Meghalaya,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,15986.03,900668,29852,341.33,4704101,62247,10477.81,1607992,29782
India,Mizoram,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,26976.92,297586,2627,328.27,2928696,20187,11726.79,1050514,8013
India,Mizoram,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,18670.15,79501,791,0,1060736,6634,9090.94,201743,1821
India,Mizoram,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,25421.65,377088,3418,328.27,3989433,26821,10978.55,1252257,9834
India,Mizoram,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,30319.62,398920,19940,348.02,605254,30850,15743.67,302841,16711
India,Mizoram,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,27717.03,124660,6494,344.91,109414,4576,12580.88,52894,3237
India,Mizoram,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,29571.6,523580,26434,347.72,714668,35426,14489.5,355735,19948
India,Mizoram,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,29145.65,696506,22567,337.22,3533951,51037,13280.13,1353355,24724
India,Mizoram,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,25580.59,204161,7285,344.91,1170150,11210,10874.51,254637,5058
India,Mizoram,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,28235.95,900668,29852,337.58,4704101,62247,12481.24,1607992,29782
India,Nagaland,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,27889.81,297586,2627,0,2928696,20187,9185.44,1050514,8013
India,Nagaland,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,15878.47,79501,791,0,1060736,6634,5751.38,201743,1821
India,Nagaland,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,25197.02,377088,3418,0,3989433,26821,8454.87,1252257,9834
India,Nagaland,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,28275.81,398920,19940,435.06,605254,30850,15835.95,302841,16711
India,Nagaland,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,28880.36,124660,6494,535.74,109414,4576,12560.25,52894,3237
India,Nagaland,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,28455.99,523580,26434,443.91,714668,35426,15009.92,355735,19948
India,Nagaland,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,28036.32,696506,22567,435.06,3533951,51037,10651.19,1353355,24724
India,Nagaland,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,22033,204161,7285,535.74,1170150,11210,7526.93,254637,5058
India,Nagaland,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,26511.63,900668,29852,443.91,4704101,62247,9958.27,1607992,29782
India,Odisha,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,14628.26,297586,2627,276.95,2928696,20187,7346.86,1050514,8013
India,Odisha,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,8605.53,79501,791,196.15,1060736,6634,2994.64,201743,1821
India,Odisha,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,13107.52,377088,3418,250.82,3989433,26821,6832.68,1252257,9834
India,Odisha,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,20317.69,398920,19940,304.73,605254,30850,16406.01,302841,16711
India,Odisha,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,18090.12,124660,6494,205.87,109414,4576,5458.16,52894,3237
India,Odisha,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,19764.19,523580,26434,285.57,714668,35426,14753.06,355735,19948
India,Odisha,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,16573.39,696506,22567,279.18,3533951,51037,8378.79,1353355,24724
India,Odisha,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,11802.6,204161,7285,196.56,1170150,11210,3353.75,254637,5058
India,Odisha,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,15375.31,900668,29852,253.19,4704101,62247,7765.68,1607992,29782
India,Puducherry,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,30875.1,297586,2627,519.25,2928696,20187,18678.08,1050514,8013
India,Puducherry,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,13646.88,79501,791,213.3,1060736,6634,4711.31,201743,1821
India,Puducherry,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,29869.18,377088,3418,392.64,3989433,26821,17525.74,1252257,9834
India,Puducherry,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,22059.74,398920,19940,498.79,605254,30850,24372.32,302841,16711
India,Puducherry,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,21075.81,124660,6494,457.85,109414,4576,8641.2,52894,3237
India,Puducherry,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,21715.65,523580,26434,495.35,714668,35426,21868.6,355735,19948
India,Puducherry,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,25235.86,696506,22567,506.04,3533951,51037,21181.11,1353355,24724
India,Puducherry,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,20622.77,204161,7285,260.12,1170150,11210,7158.76,254637,5058
India,Puducherry,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,23998.98,900668,29852,447.96,4704101,62247,19528.51,1607992,29782
India,Punjab,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,14421.03,297586,2627,342.29,2928696,20187,18502.56,1050514,8013
India,Punjab,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,5903.82,79501,791,257.6,1060736,6634,4578.88,201743,1821
India,Punjab,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,13183.23,377088,3418,329.82,3989433,26821,15870.65,1252257,9834
India,Punjab,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,16620.67,398920,19940,371.23,605254,30850,19697.59,302841,16711
India,Punjab,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,18239.51,124660,6494,235.92,109414,4576,9224.58,52894,3237
India,Punjab,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,16980.24,523580,26434,365.15,714668,35426,18451.57,355735,19948
India,Punjab,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,15649.21,696506,22567,346.65,3533951,51037,18986.25,1353355,24724
India,Punjab,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,14289.55,204161,7285,256.6,1170150,11210,5891.85,254637,5058
India,Punjab,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,15390.91,900668,29852,334.66,4704101,62247,16864.21,1607992,29782
India,Rajasthan,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,22498.81,297586,2627,301.76,2928696,20187,11574.34,1050514,8013
India,Rajasthan,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,6371.27,79501,791,241.93,1060736,6634,5893.58,201743,1821
India,Rajasthan,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,21404.72,377088,3418,281.43,3989433,26821,10934.44,1252257,9834
India,Rajasthan,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,24105.59,398920,19940,366.28,605254,30850,17755.09,302841,16711
India,Rajasthan,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,18624.75,124660,6494,285.9,109414,4576,5260.55,52894,3237
