Country,State,Year,Type Of Areas,Age Group,Gender,"Labour Force Participation Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1","Worker Population Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1"," Unemployment Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1"
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Female,30.3,28.8,5.1
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Persons,52,49.8,4.2
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Male,58.4,56.1,3.8
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Female,24.8,23.5,5.1
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Persons,42.2,40.4,4.2
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Male,61,56.2,7.8
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Female,25.4,22.8,10.4
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Persons,44.3,40.5,8.5
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Male,81.8,79.6,2.6
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Female,43.2,42.1,2.5
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Persons,62.9,61.2,2.6
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Male,75.4,73.6,2.5
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Female,38.1,37.2,2.4
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Persons,57,55.6,2.4
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Male,59.2,57.7,2.5
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Female,30.3,29.5,2.4
India,Karnataka,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Persons,45,43.9,2.4
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Male,57.7,45.2,21.7
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Female,26.8,14.8,44.7
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Persons,41.6,29.4,29.4
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Male,82.5,77.7,5.8
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Female,45.8,40.7,11.1
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Persons,62.8,57.8,7.9
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Male,76.2,72.6,4.7
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Female,40.8,37,9.2
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Persons,57.1,53.4,6.5
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Male,60.7,57.9,4.7
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Female,34.1,30.9,9.2
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Persons,46.6,43.6,6.5
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Male,50.5,40.8,19.3
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Female,28.4,16.2,42.8
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Persons,39.4,28.4,27.9
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Male,78.2,73.7,5.7
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Female,39.3,33.6,14.6
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Persons,57.4,52.2,9
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Male,70.8,67.5,4.8
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Female,33.6,29.3,12.9
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Persons,51.1,47.2,7.6
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Male,56.2,53.5,4.8
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Female,28,24.4,12.9
India,Kerala,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Persons,41.6,38.4,7.6
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Male,54.2,43,20.6
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Female,27.5,15.5,43.8
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Persons,40.6,28.9,28.7
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Male,80.5,75.8,5.8
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Female,42.8,37.4,12.6
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Persons,60.3,55.2,8.4
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Male,73.7,70.2,4.8
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Female,37.5,33.5,10.7
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Persons,54.3,50.5,7
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Male,58.6,55.8,4.8
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Female,31.3,27.9,10.7
India,Kerala,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Persons,44.3,41.2,7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Male,38,29.5,22.3
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Female,28,18,35.8
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Persons,33.8,24.7,27
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Male,68.7,64.5,6.2
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Female,62.3,58.4,6.4
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Persons,65.7,61.6,6.3
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Male,61.5,57.8,6
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Female,60.5,57.2,5.4
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Persons,61,57.5,5.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Male,46.4,43.6,6
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Female,47.2,44.7,5.4
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Persons,46.8,44.1,5.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Male,57.7,42,27.1
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Female,28.9,10.8,62.6
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Persons,45.4,28.8,36.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Male,79.5,72.2,9.2
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Female,47.4,39.9,15.9
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Persons,64.8,57.3,11.5
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Male,69.2,63.1,8.8
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Female,44.8,38.2,14.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Persons,58.3,52,10.8
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Male,54.4,49.6,8.8
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Female,35.4,30.2,14.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Persons,45.9,40.9,10.8
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Male,39.5,30.5,22.9
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Female,28.1,17.4,38
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Persons,34.7,25,28.1
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Male,69.7,65.2,6.5
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Female,61,56.7,7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Persons,65.6,61.2,6.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Male,62.2,58.3,6.3
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Female,59.1,55.6,6
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Persons,60.7,57,6.1
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Male,47.1,44.2,6.3
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Female,46.2,43.4,6
India,Ladakh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Persons,46.7,43.8,6.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Male,47.9,37,22.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Female,8.7,4.3,51.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Persons,22.7,16,29.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Male,86.5,83.7,3.2
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Female,12.9,10.2,20.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Persons,45.7,43,6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Male,81.2,78.8,3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Female,11.3,8.9,20.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Persons,42.7,40.3,5.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Male,59.8,58,3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Female,7.7,6.1,20.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Persons,30.2,28.5,5.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Male,57.6,31.3,45.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Female,23.1,14.1,38.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Persons,39.8,22.4,43.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Male,80,69.6,13
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Female,22.1,19,14
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Persons,46.6,40.4,13.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Male,65.6,57.4,12.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Female,19,16.5,13.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Persons,39.1,34.1,12.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Male,49.1,42.9,12.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Female,15.3,13.3,13.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Persons,30.5,26.6,12.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Male,55.8,32.4,42
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Female,19.2,11.5,40.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Persons,35.9,21,41.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Male,81.6,73,10.5
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Female,20,17,15
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Persons,46.4,41,11.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Male,69.2,62.3,10
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Female,17.3,14.8,14.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Persons,39.9,35.5,11.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Male,51.5,46.4,10
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Female,13.5,11.5,14.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Persons,30.5,27.1,11.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Male,76.6,74.7,2.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Female,34.4,33.7,2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Persons,56.6,55.2,2.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Male,88.6,87.7,1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Female,55.9,55.6,0.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Persons,72.9,72.3,0.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Male,85.6,84.8,0.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Female,52.3,52,0.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Persons,69.5,69,0.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Male,63.3,62.7,0.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Female,38.9,38.7,0.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Persons,51.5,51.1,0.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Male,62.1,54.6,12.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Female,14,11.5,17.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Persons,39.1,34,13.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Male,81.7,77.8,4.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Female,23.5,22.1,6.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Persons,53.2,50.5,5.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Male,77.1,73.6,4.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Female,21.8,20.6,5.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Persons,50,47.6,4.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Male,59.4,56.7,4.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Female,17.1,16.2,5.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Persons,38.9,37,4.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Male,72.9,69.6,4.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Female,29.2,28,3.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Persons,52.1,49.8,4.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Male,86.8,85.2,1.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Female,47.5,46.9,1.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Persons,67.8,66.6,1.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Male,83.4,81.9,1.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Female,44.3,43.8,1.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Persons,64.5,63.4,1.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Male,62.3,61.2,1.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Female,33.4,33,1.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Persons,48.4,47.6,1.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Male,59.6,52.6,11.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Female,28.6,27.4,4.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Persons,45.1,40.8,9.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Male,82.6,79.6,3.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Female,55.6,55.1,0.8
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Persons,69.3,67.6,2.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Male,78.5,76.1,3.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Female,50.2,49.8,0.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Persons,64.6,63.2,2.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Male,61.1,59.3,3.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Female,39.1,38.8,0.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Persons,50.3,49.2,2.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Male,60.6,53.6,11.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Female,24,19.9,16.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Persons,43.6,38,12.8
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Male,82.3,78.8,4.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Female,30.9,28.8,6.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Persons,57.5,54.7,4.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Male,75.9,72.8,4
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Female,27.6,25.9,6.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Persons,52.4,50,4.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Male,60.2,57.8,4
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Female,22.1,20.7,6.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Persons,41.7,39.8,4.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Male,60,53.1,11.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Female,26.6,24.2,9.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Persons,44.4,39.6,10.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Male,82.4,79.3,3.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Female,44.9,43.8,2.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Persons,64.2,62,3.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Male,77.4,74.7,3.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Female,40.7,39.8,2.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Persons,59.4,57.6,3.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Male,60.7,58.6,3.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Female,32,31.3,2.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Persons,46.7,45.3,3.1
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Male,48,39.5,17.6
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Female,19.3,15,22.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Persons,33.7,27.3,18.9
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Male,78.2,74.6,4.7
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Female,32.7,31,5.2
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Persons,55.5,52.8,4.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Male,72.4,69.3,4.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Female,30.2,28.7,4.9
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Persons,51.5,49.1,4.5
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Male,52.7,50.5,4.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Female,21.3,20.3,4.9
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Persons,36.9,35.3,4.5
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Male,37.5,28.9,22.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Female,21,16.5,21.2
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Persons,30.3,23.5,22.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Male,72.3,67.7,6.5
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Female,39.1,37.6,3.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Persons,56.2,53,5.6
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Male,66.2,62.1,6.2
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Female,34.2,33,3.6
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Persons,50.3,47.7,5.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Male,51.1,47.9,6.2
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Female,25.5,24.6,3.6
India,Manipur,"PLFS Year (Jul - Jun), 2022",Urban,All Ages,Persons,38.1,36.1,5.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Male,45,36.5,18.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Female,19.7,15.3,22
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-29 years,Persons,32.8,26.3,19.7
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Male,76.5,72.6,5.2
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Female,34.5,32.9,4.7
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15-59 years,Persons,55.7,52.9,5
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Male,70.6,67.2,4.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Female,31.3,29.9,4.5
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,15 years and above,Persons,51.1,48.7,4.7
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Male,52.3,49.8,4.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Female,22.5,21.5,4.5
India,Manipur,"PLFS Year (Jul - Jun), 2022",Rural + Urban,All Ages,Persons,37.3,35.5,4.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Male,59,52.7,10.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Female,47.7,37.8,20.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,15-29 years,Persons,53.2,45,15.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Male,82.1,79.1,3.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Female,67.4,62.8,6.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,15-59 years,Persons,74.8,71,5.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Male,81.4,78.5,3.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Female,66,61.6,6.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,15 years and above,Persons,73.6,69.9,5
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Male,49.2,47.4,3.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Female,39.6,37,6.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Rural,All Ages,Persons,44.3,42.1,5
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Male,47.9,34.9,27.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Female,33.1,19.5,41.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Urban,15-29 years,Persons,39.7,26.3,33.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Male,73.9,67.5,8.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Female,43.9,35.9,18.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Urban,15-59 years,Persons,57.4,50.1,12.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Male,71.1,65.3,8.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",Urban,15 years and above,Female,40.3,33.1,18
