Country,State,Year,Type Of Areas,Gender,"Rate Of Unemployment  (UOM:Ratio), Scaling Factor:1"
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020",rural,Female,38.44
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020",rural,Person,92.33
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020",urban,Male,34.77
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020",urban,Female,15.88
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020",urban,Person,35.85
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,34.78
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,21.01
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,35.51
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Male,11.71
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Female,21.99
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Person,9.94
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Male,9.14
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Female,18.69
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Person,8.72
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,8.35
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,15.16
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,7.16
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",rural,Male,9.69
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",rural,Female,20.61
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",rural,Person,10.17
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",urban,Male,7.99
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",urban,Female,6.54
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",urban,Person,6.06
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,6.13
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,9.03
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,5.49
India,Manipur,"PLFS Year (Jul - Jun), 2020",rural,Male,15.15
India,Manipur,"PLFS Year (Jul - Jun), 2020",rural,Female,29.98
India,Manipur,"PLFS Year (Jul - Jun), 2020",rural,Person,14.67
India,Manipur,"PLFS Year (Jul - Jun), 2020",urban,Male,21.61
India,Manipur,"PLFS Year (Jul - Jun), 2020",urban,Female,21.47
India,Manipur,"PLFS Year (Jul - Jun), 2020",urban,Person,16.06
India,Manipur,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,14.1
India,Manipur,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,18.57
India,Manipur,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,11.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",rural,Male,29.69
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",rural,Female,36.63
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",rural,Person,25.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",urban,Male,15.52
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",urban,Female,25.96
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",urban,Person,17.06
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,15.53
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,24.36
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,15.14
India,Mizoram,"PLFS Year (Jul - Jun), 2020",rural,Male,26.0
India,Mizoram,"PLFS Year (Jul - Jun), 2020",rural,Female,49.3
India,Mizoram,"PLFS Year (Jul - Jun), 2020",rural,Person,30.21
India,Mizoram,"PLFS Year (Jul - Jun), 2020",urban,Male,26.99
India,Mizoram,"PLFS Year (Jul - Jun), 2020",urban,Female,17.6
India,Mizoram,"PLFS Year (Jul - Jun), 2020",urban,Person,13.08
India,Mizoram,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,19.69
India,Mizoram,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,25.34
India,Mizoram,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,15.35
India,Nagaland,"PLFS Year (Jul - Jun), 2020",rural,Male,10.79
India,Nagaland,"PLFS Year (Jul - Jun), 2020",rural,Female,17.69
India,Nagaland,"PLFS Year (Jul - Jun), 2020",rural,Person,11.4
India,Nagaland,"PLFS Year (Jul - Jun), 2020",urban,Male,8.62
India,Nagaland,"PLFS Year (Jul - Jun), 2020",urban,Female,4.12
India,Nagaland,"PLFS Year (Jul - Jun), 2020",urban,Person,4.83
India,Nagaland,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,8.14
India,Nagaland,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,11.68
India,Nagaland,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,8.05
India,Odisha,"PLFS Year (Jul - Jun), 2020",rural,Male,7.71
India,Odisha,"PLFS Year (Jul - Jun), 2020",rural,Female,18.21
India,Odisha,"PLFS Year (Jul - Jun), 2020",rural,Person,7.6
India,Odisha,"PLFS Year (Jul - Jun), 2020",urban,Male,10.22
India,Odisha,"PLFS Year (Jul - Jun), 2020",urban,Female,16.73
India,Odisha,"PLFS Year (Jul - Jun), 2020",urban,Person,7.07
India,Odisha,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,6.72
India,Odisha,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,14.74
India,Odisha,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,6.46
India,Puducherry,"PLFS Year (Jul - Jun), 2020",rural,Male,21.22
India,Puducherry,"PLFS Year (Jul - Jun), 2020",rural,Female,95.98
India,Puducherry,"PLFS Year (Jul - Jun), 2020",rural,Person,37.15
India,Puducherry,"PLFS Year (Jul - Jun), 2020",urban,Male,7.28
India,Puducherry,"PLFS Year (Jul - Jun), 2020",urban,Female,23.13
India,Puducherry,"PLFS Year (Jul - Jun), 2020",urban,Person,10.5
India,Puducherry,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,9.86
India,Puducherry,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,45.03
India,Puducherry,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,17.0
India,Punjab,"PLFS Year (Jul - Jun), 2020",rural,Male,9.82
India,Punjab,"PLFS Year (Jul - Jun), 2020",rural,Female,17.09
India,Punjab,"PLFS Year (Jul - Jun), 2020",rural,Person,8.1
India,Punjab,"PLFS Year (Jul - Jun), 2020",urban,Male,13.22
India,Punjab,"PLFS Year (Jul - Jun), 2020",urban,Female,24.88
India,Punjab,"PLFS Year (Jul - Jun), 2020",urban,Person,10.18
India,Punjab,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,7.93
India,Punjab,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,14.15
India,Punjab,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,6.39
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",rural,Male,8.62
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",rural,Female,26.52
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",rural,Person,8.71
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",urban,Male,3.91
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",urban,Female,14.45
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",urban,Person,4.78
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,6.37
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,13.86
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,6.26
India,Sikkim,"PLFS Year (Jul - Jun), 2020",rural,Male,41.98
India,Sikkim,"PLFS Year (Jul - Jun), 2020",rural,Female,52.96
India,Sikkim,"PLFS Year (Jul - Jun), 2020",rural,Person,38.5
India,Sikkim,"PLFS Year (Jul - Jun), 2020",urban,Male,18.8
India,Sikkim,"PLFS Year (Jul - Jun), 2020",urban,Female,20.74
India,Sikkim,"PLFS Year (Jul - Jun), 2020",urban,Person,19.17
India,Sikkim,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,19.74
India,Sikkim,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,26.26
India,Sikkim,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,19.35
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020",rural,Male,9.63
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020",rural,Female,10.95
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020",rural,Person,7.32
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020",urban,Male,8.11
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020",urban,Female,10.94
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020",urban,Person,6.41
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,6.52
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,7.99
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,5.06
India,Telangana,"PLFS Year (Jul - Jun), 2020",rural,Male,18.11
India,Telangana,"PLFS Year (Jul - Jun), 2020",rural,Female,23.47
India,Telangana,"PLFS Year (Jul - Jun), 2020",rural,Person,15.03
India,Telangana,"PLFS Year (Jul - Jun), 2020",urban,Male,8.58
India,Telangana,"PLFS Year (Jul - Jun), 2020",urban,Female,9.45
India,Telangana,"PLFS Year (Jul - Jun), 2020",urban,Person,4.62
India,Telangana,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,9.75
India,Telangana,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,11.19
India,Telangana,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,7.19
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020",rural,Male,22.42
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020",rural,Female,0.0
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020",rural,Person,23.34
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020",urban,Male,47.57
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020",urban,Female,55.67
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020",urban,Person,39.56
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,19.77
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,48.26
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,20.04
India,Tripura,"PLFS Year (Jul - Jun), 2020",rural,Male,17.03
India,Tripura,"PLFS Year (Jul - Jun), 2020",rural,Female,20.26
India,Tripura,"PLFS Year (Jul - Jun), 2020",rural,Person,14.28
India,Tripura,"PLFS Year (Jul - Jun), 2020",urban,Male,31.24
India,Tripura,"PLFS Year (Jul - Jun), 2020",urban,Female,16.06
India,Tripura,"PLFS Year (Jul - Jun), 2020",urban,Person,17.78
India,Tripura,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,14.75
India,Tripura,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,15.98
India,Tripura,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,11.44
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Male,7.52
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Female,25.94
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Person,7.27
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Male,6.65
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Female,16.38
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Person,6.15
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,5.77
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,15.9
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,5.42
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020",rural,Male,20.72
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020",rural,Female,33.21
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020",rural,Person,21.0
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020",urban,Male,26.32
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020",urban,Female,12.84
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020",urban,Person,21.33
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,16.42
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,21.4
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,15.71
India,West Bengal,"PLFS Year (Jul - Jun), 2020",rural,Male,10.84
India,West Bengal,"PLFS Year (Jul - Jun), 2020",rural,Female,32.92
India,West Bengal,"PLFS Year (Jul - Jun), 2020",rural,Person,12.16
India,West Bengal,"PLFS Year (Jul - Jun), 2020",urban,Male,6.57
India,West Bengal,"PLFS Year (Jul - Jun), 2020",urban,Female,14.09
India,West Bengal,"PLFS Year (Jul - Jun), 2020",urban,Person,6.42
India,West Bengal,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,7.64
India,West Bengal,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,22.27
India,West Bengal,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,8.47
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2019",rural,Male,8.52
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2019",rural,Female,13.15
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2019",rural,Person,9.92
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2019",urban,Male,10.78
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2019",urban,Female,15.06
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2019",urban,Person,15.85
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,6.84
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,9.99
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,8.69
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Male,12.5
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Female,16.04
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Person,12.04
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Male,9.71
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Female,14.21
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Person,9.28
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,8.53
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,11.77
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,8.31
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Male,16.01
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Female,13.82
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Person,12.46
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Male,16.15
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Female,11.47
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Person,10.29
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,12.89
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,11.45
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,10.05
India,Assam,"PLFS Year (Jul - Jun), 2019",rural,Male,8.48
India,Assam,"PLFS Year (Jul - Jun), 2019",rural,Female,21.32
India,Assam,"PLFS Year (Jul - Jun), 2019",rural,Person,9.98
India,Assam,"PLFS Year (Jul - Jun), 2019",urban,Male,12.02
India,Assam,"PLFS Year (Jul - Jun), 2019",urban,Female,15.68
India,Assam,"PLFS Year (Jul - Jun), 2019",urban,Person,12.4
India,Assam,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,7.67
India,Assam,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,17.27
India,Assam,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,8.81
India,Bihar,"PLFS Year (Jul - Jun), 2019",rural,Male,9.36
India,Bihar,"PLFS Year (Jul - Jun), 2019",rural,Female,62.61
India,Bihar,"PLFS Year (Jul - Jun), 2019",rural,Person,9.22
India,Bihar,"PLFS Year (Jul - Jun), 2019",urban,Male,11.83
India,Bihar,"PLFS Year (Jul - Jun), 2019",urban,Female,21.56
India,Bihar,"PLFS Year (Jul - Jun), 2019",urban,Person,10.79
India,Bihar,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,8.14
India,Bihar,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,27.36
India,Bihar,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,7.88
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",rural,Male,15.45
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",rural,Female,54.32
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",rural,Person,30.99
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",urban,Male,57.79
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",urban,Female,96.51
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",urban,Person,34.77
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,56.46
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,73.57
India,Chandigarh,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,32.65
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",rural,Male,15.63
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",rural,Female,20.6
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",rural,Person,14.51
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",urban,Male,9.81
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",urban,Female,20.82
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",urban,Person,10.6
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,11.62
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,15.26
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,10.76
India,Delhi,"PLFS Year (Jul - Jun), 2019",rural,Male,44.85
India,Delhi,"PLFS Year (Jul - Jun), 2019",rural,Female,0.0
India,Delhi,"PLFS Year (Jul - Jun), 2019",rural,Person,64.55
India,Delhi,"PLFS Year (Jul - Jun), 2019",urban,Male,21.01
India,Delhi,"PLFS Year (Jul - Jun), 2019",urban,Female,27.31
India,Delhi,"PLFS Year (Jul - Jun), 2019",urban,Person,18.05
India,Delhi,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,20.83
India,Delhi,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,27.03
India,Delhi,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,17.94
India,Goa,"PLFS Year (Jul - Jun), 2019",rural,Male,33.18
India,Goa,"PLFS Year (Jul - Jun), 2019",rural,Female,47.53
India,Goa,"PLFS Year (Jul - Jun), 2019",rural,Person,31.65
India,Goa,"PLFS Year (Jul - Jun), 2019",urban,Male,13.51
India,Goa,"PLFS Year (Jul - Jun), 2019",urban,Female,9.72
India,Goa,"PLFS Year (Jul - Jun), 2019",urban,Person,5.27
India,Goa,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,15.54
India,Goa,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,18.19
India,Goa,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,12.5
India,Gujarat,"PLFS Year (Jul - Jun), 2019",rural,Male,22.47
India,Gujarat,"PLFS Year (Jul - Jun), 2019",rural,Female,50.05
India,Gujarat,"PLFS Year (Jul - Jun), 2019",rural,Person,21.23
India,Gujarat,"PLFS Year (Jul - Jun), 2019",urban,Male,14.4
India,Gujarat,"PLFS Year (Jul - Jun), 2019",urban,Female,24.01
India,Gujarat,"PLFS Year (Jul - Jun), 2019",urban,Person,13.12
India,Gujarat,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,13.16
India,Gujarat,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,22.38
India,Gujarat,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,12.13
India,Haryana,"PLFS Year (Jul - Jun), 2019",rural,Male,13.3
India,Haryana,"PLFS Year (Jul - Jun), 2019",rural,Female,31.52
India,Haryana,"PLFS Year (Jul - Jun), 2019",rural,Person,14.86
India,Haryana,"PLFS Year (Jul - Jun), 2019",urban,Male,6.57
India,Haryana,"PLFS Year (Jul - Jun), 2019",urban,Female,22.52
India,Haryana,"PLFS Year (Jul - Jun), 2019",urban,Person,7.08
India,Haryana,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,9.34
India,Haryana,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,21.32
India,Haryana,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,10.26
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Male,11.65
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Female,16.3
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Person,10.18
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Male,17.53
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Female,21.98
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Person,14.03
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,10.8
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,13.71
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,9.09
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",rural,Male,12.01
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",rural,Female,12.58
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",rural,Person,8.84
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",urban,Male,8.45
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",urban,Female,5.71
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",urban,Person,6.05
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,9.01
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,8.53
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,6.45
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",rural,Male,16.25
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",rural,Female,67.15
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",rural,Person,16.06
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",urban,Male,8.38
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",urban,Female,22.49
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",urban,Person,8.85
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,11.75
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,41.72
India,Jharkhand,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,11.57
India,Karnataka,"PLFS Year (Jul - Jun), 2019",rural,Male,14.26
India,Karnataka,"PLFS Year (Jul - Jun), 2019",rural,Female,24.36
India,Karnataka,"PLFS Year (Jul - Jun), 2019",rural,Person,13.15
India,Karnataka,"PLFS Year (Jul - Jun), 2019",urban,Male,19.1
India,Karnataka,"PLFS Year (Jul - Jun), 2019",urban,Female,49.65
India,Karnataka,"PLFS Year (Jul - Jun), 2019",urban,Person,17.27
India,Karnataka,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,11.21
India,Karnataka,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,40.65
India,Karnataka,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,12.99
India,Kerala,"PLFS Year (Jul - Jun), 2019",rural,Male,8.9
India,Kerala,"PLFS Year (Jul - Jun), 2019",rural,Female,7.43
India,Kerala,"PLFS Year (Jul - Jun), 2019",rural,Person,6.23
India,Kerala,"PLFS Year (Jul - Jun), 2019",urban,Male,5.53
India,Kerala,"PLFS Year (Jul - Jun), 2019",urban,Female,5.39
India,Kerala,"PLFS Year (Jul - Jun), 2019",urban,Person,4.51
India,Kerala,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,5.21
India,Kerala,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,4.77
India,Kerala,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,3.89
India,Ladakh,"PLFS Year (Jul - Jun), 2019",rural,Male,82.4
India,Ladakh,"PLFS Year (Jul - Jun), 2019",rural,Female,29.35
India,Ladakh,"PLFS Year (Jul - Jun), 2019",rural,Person,70.02
India,Ladakh,"PLFS Year (Jul - Jun), 2019",urban,Male,20.6
India,Ladakh,"PLFS Year (Jul - Jun), 2019",urban,Female,0.0
India,Ladakh,"PLFS Year (Jul - Jun), 2019",urban,Person,28.33
India,Ladakh,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,73.49
India,Ladakh,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,43.91
India,Ladakh,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,69.91
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",rural,Male,72.33
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",rural,Female,29.66
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",rural,Person,24.73
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",urban,Male,10.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",urban,Female,54.18
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",urban,Person,17.98
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,7.65
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,29.29
India,Lakshadweep,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,14.64
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Male,10.85
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Female,15.59
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Person,10.33
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Male,9.47
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Female,13.52
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Person,9.49
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,7.76
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,11.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,7.52
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",rural,Male,10.31
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",rural,Female,13.62
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",rural,Person,9.13
